cycle_id,scenario_id,truck_id,shovel_id,load_zone,dump_zone,timestamp_utc,load_min,haul_min,dump_min,queue_min,return_min,payload_t,material
C01263,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T15:57:46.177Z,6.933,10.589,1.404,6.213,7.637,40.516,waste
C01158,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T15:57:56.942Z,4.898,8.976,1.047,8.723,6.782,40.856,waste
C01285,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T15:59:23.271Z,4.621,11.011,1.890,15.286,8.129,39.036,waste
C01179,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T16:00:41.592Z,4.659,8.339,1.561,8.429,5.992,40.488,low_grade
C01222,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:13:56.934Z,6.785,8.858,1.631,13.750,7.190,39.117,waste
C01309,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T16:20:44.014Z,6.206,8.924,1.554,14.370,6.915,40.898,waste
C01200,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:26:03.425Z,6.775,8.438,1.420,5.404,9.246,38.867,waste
C01159,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:28:22.494Z,5.211,8.676,1.897,45.273,7.026,38.882,waste
C01180,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:29:40.399Z,6.749,10.917,1.212,10.989,8.914,40.294,waste
C01264,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:30:32.736Z,5.844,7.872,1.289,21.246,9.137,39.999,waste
C01244,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T16:35:38.912Z,5.369,9.105,1.240,7.802,9.476,38.739,waste
C01286,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:40:19.479Z,6.788,7.281,1.185,10.662,11.295,39.568,waste
C01223,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T16:52:09.785Z,5.382,8.865,1.233,1.639,10.052,40.363,waste
C01201,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T16:57:20.383Z,4.545,10.676,1.339,3.784,8.424,40.530,low_grade
C01310,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T16:58:42.153Z,4.879,8.766,1.118,9.456,8.107,39.731,low_grade
C01181,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T17:08:27.217Z,6.993,4.513,1.213,1.915,9.214,39.715,waste
C01245,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T17:08:38.391Z,4.909,10.017,0.989,8.536,7.796,39.225,waste
C01265,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T17:15:55.919Z,5.143,7.540,1.061,4.369,8.767,38.776,waste
C01287,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-08T17:17:32.165Z,5.526,10.172,1.346,5.299,7.515,39.745,waste
C01224,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-08T17:19:20.084Z,5.921,9.275,1.626,8.384,10.413,40.716,waste
C01374,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:01:00Z,5.693,8.800,1.807,0.279,8.748,40.296,low_grade
C01352,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:04:00Z,7.229,9.070,1.648,2.043,8.201,39.365,waste
C01439,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:04:00Z,4.650,8.061,1.306,0.253,8.606,40.975,low_grade
C01331,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:05:00Z,5.312,9.924,1.367,2.607,8.846,39.548,waste
C01462,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:07:00Z,4.624,10.217,1.368,8.164,8.130,39.115,waste
C01311,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:10:00Z,5.520,8.930,0.835,8.412,8.363,40.889,waste
C01417,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:11:00Z,7.030,8.408,1.262,6.047,5.820,40.457,waste
C01397,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:12:00Z,7.131,8.810,1.217,17.318,7.957,40.562,waste
C01375,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:26:19.673Z,7.109,8.750,1.200,6.243,8.500,40.305,waste
C01440,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:26:52.541Z,5.999,8.059,1.206,12.663,8.083,39.882,waste
C01353,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:32:11.404Z,4.888,8.514,1.167,16.163,10.167,40.742,low_grade
C01332,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:33:03.300Z,7.004,10.272,1.209,5.028,8.407,40.991,low_grade
C01463,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:39:30.196Z,5.848,9.978,1.097,10.038,8.537,39.684,low_grade
C01418,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:39:34.067Z,4.550,10.466,1.670,3.586,7.482,39.562,waste
C01312,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:42:03.602Z,6.453,7.960,1.242,12.370,8.964,39.953,waste
C01398,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T06:54:25.922Z,5.053,11.677,1.105,7.005,9.704,40.403,low_grade
C01376,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T06:58:07.812Z,6.828,9.865,1.160,1.010,10.146,40.235,low_grade
C01441,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:02:53.182Z,5.379,6.073,1.836,0.172,7.983,39.874,waste
C01333,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:04:58.430Z,6.070,9.497,1.519,20.489,9.191,40.146,waste
C01419,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:07:19.264Z,4.761,9.905,1.192,9.366,7.080,40.182,waste
C01354,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:13:05.369Z,5.380,10.059,1.681,3.435,8.168,39.577,low_grade
C01464,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:15:00.161Z,4.229,9.670,1.680,6.933,8.003,40.368,waste
C01313,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:19:02.956Z,5.768,11.300,0.887,19.408,7.660,40.171,waste
C01442,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:24:19.771Z,6.095,10.013,1.078,2.239,8.377,39.825,waste
C01377,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:27:08.341Z,4.117,9.787,1.429,7.606,9.917,40.989,waste
C01399,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:28:58.563Z,6.178,8.469,1.053,0.852,9.147,39.481,waste
C01420,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:39:37.411Z,5.619,9.267,1.655,2.714,9.607,39.532,low_grade
C01355,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:41:48.740Z,6.224,6.763,1.316,2.424,7.483,39.634,waste
C01465,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:45:31.073Z,6.243,9.461,1.242,0.329,9.947,40.475,waste
C01334,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:51:44.369Z,7.386,8.902,1.402,7.743,8.471,38.790,waste
C01443,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:52:07.928Z,5.479,9.096,1.797,0.241,7.826,40.291,low_grade
C01400,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T07:54:40.547Z,7.231,8.130,1.184,6.365,8.185,40.953,waste
C01378,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T07:59:59.751Z,5.745,8.171,1.219,0.727,9.574,40.625,low_grade
C01314,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:04:04.366Z,6.127,9.104,1.053,6.089,8.657,39.464,waste
C01356,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:06:01.346Z,4.455,9.234,1.749,12.655,8.406,40.846,waste
C01421,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:08:29.132Z,6.525,10.453,1.203,4.820,9.326,40.967,waste
C01466,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:12:44.406Z,6.080,9.071,1.072,7.715,8.129,39.874,waste
C01444,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:16:34.271Z,5.771,9.484,1.294,0.893,9.729,40.547,waste
C01379,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:25:25.896Z,6.324,9.343,1.672,3.170,7.988,38.814,waste
C01335,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:25:38.531Z,6.157,8.541,1.555,2.976,7.538,40.868,waste
C01401,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:25:46.271Z,5.977,8.749,1.205,64.094,10.406,40.422,low_grade
C01315,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:35:06.166Z,4.941,9.391,0.934,6.284,9.416,40.248,low_grade
C01422,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:40:48.729Z,6.686,10.367,1.104,6.336,9.169,40.201,waste
C01357,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:42:31.204Z,5.710,8.856,1.394,10.771,9.631,39.959,waste
C01445,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:43:44.598Z,5.239,8.457,0.959,8.480,8.432,40.914,waste
C01467,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:44:48.409Z,7.003,8.454,1.160,2.663,10.102,40.960,waste
C01336,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T08:52:24.520Z,6.899,9.531,0.983,15.863,10.857,39.655,waste
C01380,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T08:53:55.635Z,4.512,6.592,1.574,9.913,10.609,40.603,waste
C01316,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:06:04.193Z,6.622,8.227,1.303,3.285,7.182,40.292,waste
C01468,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:14:11.384Z,5.771,10.901,0.898,24.547,8.484,40.727,waste
C01423,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:14:28.455Z,5.287,8.816,1.298,6.533,8.635,38.664,waste
C01446,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:15:18.679Z,5.536,10.338,1.522,25.689,9.123,39.679,waste
C01358,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:18:52.942Z,5.627,10.671,1.412,1.051,9.412,40.255,low_grade
C01381,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:27:07.696Z,5.159,9.623,1.285,2.875,8.539,38.903,low_grade
C01317,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:32:41.329Z,4.760,10.350,1.072,1.400,7.828,38.846,waste
C01337,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:36:32.503Z,6.241,7.696,1.640,14.551,7.837,38.879,waste
C01424,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:45:02.536Z,6.587,8.251,1.651,4.829,8.543,39.101,waste
C01359,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:47:03.326Z,5.708,12.535,1.740,11.044,8.302,40.941,waste
C01382,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T09:54:36.538Z,4.712,9.837,0.907,6.365,8.247,39.842,waste
C01402,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:56:12.059Z,7.006,10.379,1.570,5.996,8.307,40.989,waste
C01318,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T09:58:05.907Z,5.530,9.290,1.039,0.498,7.643,40.833,waste
C01469,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:04:47.418Z,5.451,9.370,1.570,11.255,7.155,39.513,waste
C01447,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:07:31.109Z,6.025,7.655,1.178,7.532,9.639,38.918,waste
C01338,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:14:30.424Z,6.063,10.620,1.237,11.524,7.480,40.468,waste
C01425,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:14:54.153Z,5.304,9.540,1.702,0.417,9.607,39.415,waste
C01319,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:22:05.947Z,6.115,9.606,1.540,3.169,8.470,38.650,waste
C01383,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:24:40.633Z,7.591,8.506,1.761,0.436,9.804,40.560,waste
C01360,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:26:23.066Z,5.646,9.889,1.016,17.996,8.018,39.312,low_grade
C01403,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:29:27.568Z,6.965,9.225,1.228,8.508,6.973,40.247,waste
C01448,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:39:32.847Z,6.821,9.129,1.041,5.811,9.588,38.858,low_grade
C01470,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:39:35.468Z,5.756,9.209,1.326,29.914,9.619,39.596,waste
C01426,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:41:28.314Z,5.478,9.944,1.455,3.453,9.160,39.117,low_grade
C01320,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T10:50:59.883Z,5.217,8.545,1.188,4.445,8.908,38.795,waste
C01339,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:51:25.868Z,4.164,6.950,1.034,1.836,8.417,41.120,waste
C01384,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T10:52:46.537Z,5.718,8.907,0.935,11.714,8.670,40.470,waste
C01404,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:02:21.498Z,4.455,9.722,0.995,4.599,4.701,39.050,low_grade
C01361,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:08:56.920Z,5.915,7.797,1.748,5.783,7.516,40.212,waste
C01427,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:10:57.747Z,5.250,12.019,0.948,14.898,8.897,40.588,low_grade
C01449,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:11:56.313Z,4.589,11.225,1.432,0.039,8.457,39.628,low_grade
C01340,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:13:49.932Z,6.926,8.672,0.979,7.099,7.769,39.777,waste
C01321,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:19:18.051Z,4.586,8.367,1.004,9.907,8.103,39.599,waste
C01405,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:26:49.881Z,5.340,10.539,1.750,2.367,9.906,40.662,low_grade
C01385,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:28:43.180Z,6.746,9.620,1.499,4.023,6.870,40.410,waste
C01471,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:35:24.910Z,5.748,10.807,1.319,12.162,8.302,38.663,waste
C01450,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:37:40.862Z,5.386,9.004,0.965,1.857,8.097,39.118,waste
C01362,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:37:42.437Z,5.533,10.921,1.665,2.664,7.970,39.913,low_grade
C01341,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:45:16.638Z,6.090,8.770,1.314,8.687,7.823,39.435,waste
C01322,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:51:16.053Z,6.554,11.182,1.123,11.893,8.077,40.695,waste
C01428,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:52:58.509Z,4.144,10.459,1.047,0.558,8.428,40.028,low_grade
C01406,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T11:56:44.049Z,5.689,8.273,1.313,6.900,7.270,40.135,waste
C01386,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T11:57:28.694Z,6.030,8.833,1.335,16.794,9.446,39.487,waste
C01451,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:02:59.361Z,5.490,9.250,1.239,4.401,8.679,39.166,waste
C01363,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:06:27.722Z,5.516,6.774,1.512,7.097,8.626,39.561,waste
C01472,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:13:45.198Z,7.325,10.323,1.272,40.256,8.758,39.656,waste
C01429,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:17:36.635Z,6.255,7.728,1.907,15.128,8.149,40.001,waste
C01342,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:17:57.721Z,4.949,9.556,1.343,10.611,8.405,39.536,low_grade
C01407,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:26:10.763Z,5.175,10.956,1.328,4.241,9.878,39.220,low_grade
C01323,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:30:05.694Z,4.741,8.855,1.505,20.982,10.142,39.969,waste
C01452,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:32:02.890Z,6.313,8.447,1.168,0.880,7.031,39.383,waste
C01364,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:35:59.227Z,5.486,8.897,1.202,4.751,7.696,39.188,waste
C01387,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:39:55.026Z,5.046,8.533,1.351,17.673,8.840,38.956,waste
C01343,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:52:49.558Z,5.842,10.573,1.583,0.476,6.621,39.716,low_grade
C01453,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T12:55:53.267Z,4.690,10.236,1.275,1.825,8.134,40.615,waste
C01430,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:56:46.731Z,4.716,8.980,1.424,0.080,7.339,40.923,waste
C01408,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T12:57:45.397Z,4.425,8.466,1.270,8.512,8.563,40.447,waste
C01365,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:04:01.142Z,5.134,8.221,1.714,10.538,6.765,39.668,waste
C01324,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:16:19.192Z,5.256,8.642,1.607,3.776,9.134,38.733,waste
C01344,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:17:55.223Z,6.435,8.582,1.281,5.036,8.391,40.086,waste
C01431,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:19:19.110Z,5.286,8.965,1.279,0.213,8.061,39.757,waste
C01388,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:21:21.562Z,4.031,7.862,1.168,10.977,7.408,39.932,low_grade
C01473,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:21:41.233Z,4.736,9.820,1.596,6.966,9.803,40.304,waste
C01454,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:22:02.794Z,5.235,9.928,1.450,1.389,8.689,38.779,low_grade
C01409,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:28:59.565Z,5.504,7.774,1.391,13.130,7.811,39.577,waste
C01366,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:36:23.460Z,7.525,9.797,1.360,11.222,7.647,39.935,waste
C01432,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:43:07.320Z,6.643,9.837,1.254,16.353,8.259,39.691,waste
C01325,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:44:44.142Z,4.957,11.319,1.053,10.772,9.926,40.374,low_grade
C01345,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:47:38.711Z,5.582,11.123,1.361,11.909,7.411,39.783,waste
C01455,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:48:44.202Z,5.834,9.799,1.147,6.195,5.204,39.733,waste
C01389,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T13:52:48.385Z,4.781,6.852,0.917,1.492,7.898,40.050,waste
C01474,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T13:54:36.480Z,5.726,8.981,1.184,4.431,10.842,38.703,waste
C01410,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:04:36.151Z,4.845,6.169,1.326,4.933,8.774,40.947,waste
C01367,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:13:56.582Z,5.740,8.054,1.718,1.832,7.467,40.364,low_grade
C01390,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:14:44.799Z,5.221,11.570,1.289,9.692,8.732,39.392,waste
C01456,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:16:54.982Z,7.649,9.842,1.267,0.159,5.832,39.264,low_grade
C01326,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:22:45.789Z,5.185,9.437,1.581,22.237,7.701,40.764,low_grade
C01346,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:25:01.908Z,5.569,8.856,1.852,6.234,10.523,40.482,waste
C01433,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:25:28.055Z,5.617,9.792,1.405,4.186,7.883,39.375,waste
C01475,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:25:46.348Z,7.365,10.334,1.675,21.755,8.083,40.817,waste
C01411,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:30:38.926Z,4.532,10.328,1.265,6.130,10.133,38.849,waste
C01368,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:38:45.178Z,6.174,10.789,1.076,1.448,8.251,39.751,low_grade
C01457,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:41:39.821Z,7.059,8.985,1.281,9.128,8.521,39.896,waste
C01391,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:51:15.060Z,5.102,9.131,1.567,4.211,9.440,40.283,waste
C01434,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T14:54:20.964Z,5.692,6.308,1.453,12.615,7.575,40.629,waste
C01347,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T14:58:04.035Z,4.689,9.396,1.834,15.013,6.957,40.109,low_grade
C01412,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:03:02.155Z,4.880,9.393,1.279,25.619,10.952,40.440,waste
C01369,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:06:29.489Z,5.461,8.272,1.387,4.207,9.877,38.985,waste
C01327,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:08:54.241Z,7.206,10.697,1.065,12.273,9.049,39.851,waste
C01476,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:14:59.075Z,5.489,9.091,1.257,0.141,8.278,40.578,waste
C01458,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:16:38.213Z,5.132,9.813,1.017,0.069,8.611,40.691,waste
C01392,scraper_train,T04,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:20:42.098Z,6.017,9.083,0.907,6.824,8.974,40.168,low_grade
C01435,scraper_train,T06,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:27:59.573Z,5.068,9.500,1.950,3.362,8.354,39.900,low_grade
C01370,scraper_train,T03,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:35:41.744Z,7.067,8.195,1.324,10.779,8.211,39.526,low_grade
C01348,scraper_train,T02,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:35:57.404Z,6.295,10.033,1.064,8.829,8.554,41.151,waste
C01477,scraper_train,T08,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:39:14.436Z,6.885,8.649,1.630,18.342,6.666,40.441,waste
C01459,scraper_train,T07,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:41:16.716Z,6.948,8.331,1.213,24.114,9.445,39.471,waste
C01328,scraper_train,T01,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:49:11.710Z,5.303,10.417,1.332,12.419,6.406,38.645,waste
C01393,scraper_train,T04,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:52:30.442Z,6.272,9.285,1.017,14.935,8.314,39.572,waste
C01413,scraper_train,T05,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T15:55:09.537Z,4.801,8.379,1.436,11.053,8.201,41.152,waste
C01436,scraper_train,T06,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T15:56:13.633Z,5.773,10.110,1.840,8.300,10.206,40.001,low_grade
C01349,scraper_train,T02,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T16:10:43.898Z,4.740,8.624,1.554,1.705,8.700,39.951,waste
C01371,scraper_train,T03,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T16:11:16.250Z,6.649,9.235,0.919,2.195,6.942,39.603,low_grade
C01478,scraper_train,T08,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T16:21:24.664Z,6.413,9.017,1.135,0.880,6.413,39.258,waste
C01329,scraper_train,T01,train-01,pit-strip-north,push-dump-berm-east,2026-01-09T16:25:04.270Z,4.652,10.830,1.099,10.932,9.923,38.918,waste
C01414,scraper_train,T05,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T16:29:01.722Z,5.028,9.344,1.353,0.757,7.256,38.757,waste
C01460,scraper_train,T07,train-02,pit-strip-north,push-dump-berm-east,2026-01-09T16:31:19.722Z,6.473,10.290,1.420,0.732,6.688,40.196,waste
